sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	1 Cognitive Science-A 	98 Education-Credit 	1A Chemistry-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-A 	1 Italian Studies-A 	10 Computer Science-A 	3AL Chemistry-A 	3A Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-A 	2 Italian Studies-Credit 	61A Computer Science-A 	R5B Scandinavian-A 	3BL Chemistry-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	70 Computer Science-A 	sem 4: 	major: ['Cognitive Science']: 	3 Italian Studies-A 	132 Philosophy-B 	61B Computer Science-A 	197 Education-Credit 	C127 Cognitive Science-A 	140AC Education-A 	sem 5: 	major: ['Cognitive Science']: 	1AL Biology-A 	1A Biology-A 	9F Computer Science-Credit 	C100 Cognitive Science-A 	100 Linguistics-A 	4 Italian Studies-A 	C61 Molecular & Cell Biology-A 	sem 6: 	major: ['Cognitive Science']: 	131 Integrative Biology-A 	131L Integrative Biology-A 	N140 Psychology-A 	sem 7: 	major: ['Cognitive Science']: 	61C Computer Science-A 	8A Physics-A 	131 Cognitive Science-A 	188 Computer Science-A 	198 Computer Science-Credit 	133 Psychology-A 
label: 	['12 Italian Studies', '186 Computer Science', '8B Physics', '160 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-C 	61A Computer Science-B 	80 Earth & Planetary Science-A 	10 Nutritional Science & Tox-A 
label: 	['1 Economics', '16A Electrical Engineering', 'R1A Film']
predict: 	['10B Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '2 Statistics', 'C3 Economics']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	1B Mathematics-A 	61A Computer Science-A 	124A History-Credit 	7A Physics-B 
label: 	['70 Computer Science', '16A Electrical Engineering', '195 Computer Science', 'R1A English']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Civil Engineering']: 	1A Mathematics-A 	1AL Chemistry-A 	98 Mathematics-Credit 	R1A College Writing Programs-B 	1A Chemistry-B 
label: 	['24 Civil & Environmental Eng', '7A Physics', '1B Mathematics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	21 Statistics-A 	1A South Asian-A 	80 Earth & Planetary Science-A 	53 Mathematics-B 
label: 	['51 Linguistics', '40 Plant Biology', 'C8 Computer Science', '116 Public Health']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-A 	167AC Psychology-A 	94 Statistics-A 	39E Letters & Science-A 
label: 	['61B Computer Science', '133 Statistics', '134 Statistics', '70 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	C30T Letters & Science-A 	R1B History-A 	C10 Physics-A 
label: 	['2 Economics', 'C8 Statistics', '1B Mathematics', '88 Letters & Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	16A Electrical Engineering-A 	R1B Comparative Literature-B 	24 Computer Science-Credit 	61A Computer Science-A 
label: 	['53 Mathematics', '1 Psychology', '16B Electrical Engineering', '198 Computer Science', '97 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Engineering Undeclared']: 	10 Bioengineering-B 	1B Mathematics-A 	92 Engineering-Credit 	105 Economics-B 	50AC Geography-B 
label: 	['7A Physics', '61A Computer Science', '25 Bioengineering', '28 Classics', '53 Mathematics', '1 Economics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	23 Letters & Science-A 	24 History-Credit 	1B Mathematics-A 	40C Letters & Science-A 
label: 	['20 Statistics', '1 Economics', '55 Mathematics', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics', '55 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	98 Nutritional Science & Tox-Credit 	186AC Education-A 	20 Statistics-A 
label: 	['12A Philosophy', '53 Mathematics', '174 Geography', 'R1B French', 'C8 Statistics', '88 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Chemistry']: 	27AC African American Studies-A 	98 Music-Credit 	4A Chemistry-B 	96 Chemistry-Credit 	H1B Mathematics-B 
label: 	['4B Chemistry', '1 Physical Education', '190C Industrial Eng & Ops Rsch', '53 Mathematics', '24 Integrative Biology', '90 Chemical Engineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	1 College Writing Programs-Credit 	98 Asian Studies-Credit 	10 Nutritional Science & Tox-B 	10 Gender & Womens Studies-Credit 
label: 	['22 Letters & Science', '98 Asian Studies', '26AC Music', 'R1A College Writing Programs']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Society and Environment']: 	50AC Env Sci, Policy, & Mgmt-A 	98 Legal Studies-Credit 	20 Statistics-B 	98 Psychology-Credit 	C70U Letters & Science-B 
label: 	['2 Physical Education', '2 Economics', '11 Nutritional Science & Tox', 'R1A Rhetoric', '7B History']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	R2B Asian American Studies-A 	24 Bioengineering-Credit 	10 Bioengineering-A 	1AL Chemistry-A 	1B Mathematics-A 	1A Chemistry-A 
label: 	['3A Chemistry', '3AL Chemistry', '53 Mathematics', '25 Bioengineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	98 Mechanical Engineering-Credit 	50AC Geography-A 	R4B College Writing Programs-A 	1A Mathematics-A 	98 Mathematics-Credit 	25 Engineering-B 	98 Engineering-Credit 
label: 	['198 Computer Science', '168A History', '7A Physics', '1B Mathematics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	2AC Anthropology-A 	7A Physics-B 	1B Mathematics-A 	61A Computer Science-B 
label: 	['53 Mathematics', '7B Physics', '110 South Asian']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	R1B Film-B 	61A Computer Science-A 	53 Mathematics-A 
label: 	['16A Electrical Engineering', '70 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	53 Mathematics-C 	160AC Env Sci, Policy, & Mgmt-B 	4A Chemistry-C 	98 Ethnic Studies-Credit 
label: 	['7A Physics', '3AL Chemistry', 'R1B Theater Dance & Perf Stds', '3A Chemistry', '53 Mathematics']
predict: 	['5 Linguistics', 'W1 Psychology', '3 German', '40 Plant Biology', '4B Environmental Design', '24 History', '13 Art Practice', '40 Geography', '2 Psychology', '1B Chinese']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	16A Electrical Engineering-A 	53 Mathematics-B 	98 Computer Science-Credit 	61A Computer Science-B 
label: 	['R4B College Writing Programs', '97 Computer Science', '16B Electrical Engineering', '70 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	98 Engineering-No Credit 	R4B College Writing Programs-A 	10 Computer Science-A 	1A Mathematics-B 
label: 	['198 Computer Science', '61A Computer Science', '24 Materials Science & Eng', '1B Mathematics', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-B 	24 Computer Science-Credit 	35AC Integrative Biology-B 
label: 	['C61 Molecular & Cell Biology', 'C8 Computer Science', 'R1B Comparative Literature']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Architecture']: 	10 Geography-Credit 	C10 Astronomy-B 	5 Linguistics-B 	92 Engineering-Credit 	61A Computer Science-B 
label: 	['70 Computer Science', '1 Physical Education', 'C160 Scandinavian', '10B Southeast Asian']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	15 Env Sci, Policy, & Mgmt-A 	39C Slavic Languages & Lit-A 	1B Mathematics-A 	1 Political Science-A 
label: 	['25AC Theater Dance & Perf Stds', '70A Letters & Science', '10 Business Admin-Undergrad', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	27 Music-A 	1A Mathematics-A 	10 Computer Science-A 	C70U Letters & Science-A 
label: 	['61A Computer Science', 'R1B Rhetoric', '1B Mathematics', '97 Computer Science', '24 Nutritional Science & Tox']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Civil Engineering']: 	27AC African American Studies-A 	70 Civil & Environmental Eng-A 	1B Mathematics-B 	92 Civil & Environmental Eng-Credit 	1A Chemistry-A 	1AL Chemistry-A 	98 Civil & Environmental Eng-Credit 
label: 	['7 Engineering', '100D History', '53 Mathematics', '7A Physics', '198 Civil & Environmental Eng']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	25 Spanish-A 	98 Public Policy-Credit 	1A Chemistry-A 	98 Molecular & Cell Biology-Credit 	24 Spanish-Credit 	1AL Chemistry-A 	1A Mathematics-A 	1 Physical Education-Credit 
label: 	['3AL Chemistry', '198 Education', '53 Mathematics', '98 Molecular & Cell Biology', 'R1B English', '7A Physics', '25 Bioengineering', '3A Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-A 	R1B History-A 	94 Statistics-A 	16A Electrical Engineering-A 
label: 	['134 Statistics', '16B Electrical Engineering', '100AC History']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	40 Italian Studies-A 	179 Political Science-Credit 	C77 English-A 	24 Env Sci, Policy, & Mgmt-Credit 	1A Mathematics-A 
label: 	['1B Mathematics', '10 Business Admin-Undergrad', '20 Geography', '3 Spanish']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	7A Physics-C 	70 Computer Science-B 	98 Computer Science-Credit 	61A Computer Science-B 
label: 	['39R Computer Science', '198 Computer Science', '22 Letters & Science', 'R1A African American Studies', 'C8 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', 'H54 Mathematics', '1B Mathematics', '55 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	31AC English-A 	54 Mathematics-B 	R1B Rhetoric-B 	53 Mathematics-B 	98 Journalism-Credit 	98 Sociology-Credit 
label: 	['70A Letters & Science', '134 Statistics', '2 Economics', '2 Political Science', '11 History of Art']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Computer Science-A 	C70U Letters & Science-A 	1 Letters & Science-Credit 	5 Political Science-A 
label: 	['24 Linguistics', 'C61 Psychology', '198 English', '61A Computer Science', '1A Chemistry', '1AL Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C10 Astronomy-A 	R4B College Writing Programs-A 	10 Geography-B 	1B Mathematics-A 
label: 	['11 Nutritional Science & Tox', '88 Letters & Science', '53 Mathematics', '2 Economics', 'C8 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	94 Peace & Conflict Studies-Credit 	1 Economics-A 	H1B Mathematics-C 	10 Computer Science-Credit 
label: 	['160 History', 'C8 Statistics', 'R1A Rhetoric', '88 Statistics', '53 Mathematics']
predict: 	['10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '3A Chemistry']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	1B Mathematics-A 	R2B Asian American Studies-A 	98 Asian American Studies-Credit 	61A Computer Science-A 	98 Engineering-No Credit 
label: 	['98 Mathematics', '97 Computer Science', '26AC Music', '53 Mathematics', '195 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-Credit 	C82 Earth & Planetary Science-A 	1B Mathematics-A 	R1B Celtic Studies-A 
label: 	['53 Mathematics', '2 Spanish', 'C8 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-B 	101AC American Studies-Credit 	98 Cognitive Science-Credit 	H7A Physics-D 	1 French-B 	98 Film-Credit 
label: 	['53 Mathematics', '7B Physics', 'R1B Film']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Bioengineering']: 	24 Bioengineering-Credit 	1AL Chemistry-A 	R1B English-A 	1A Chemistry-A 	10 Bioengineering-A 
label: 	['53 Mathematics', '10 Gender & Womens Studies', '25 Bioengineering', '7 Engineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Astronomy-Credit 	5 History-A 	1A Mathematics-A 	C10 Astronomy-B 	10A Classics-A 
label: 	['W21 Statistics', '26AC Music', '1B Mathematics', '61A Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	98 Engineering-Credit 	61A Computer Science-A 	98 Computer Science-Credit 	7B Physics-A 	53 Mathematics-A 
label: 	['16A Electrical Engineering', '88 Civil & Environmental Eng', 'C8 Computer Science', 'R1A Film', '98 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A Spanish-A 	1 Economics-A 	98 Asian American Studies-Credit 	27 Music-A 
label: 	['98 Public Policy', '53 Mathematics', '98 Sociology', '20 Statistics', '14 Public Health', '24 Architecture']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	198 Env Sci, Policy, & Mgmt-Credit 	100A Economics-B 	21 Statistics-C 	198BC Env Sci, Policy, & Mgmt-Credit 	198BC African American Studies-Credit 
label: 	['C175 Economics', '100B Vietnamese', '134 Statistics', '198BC Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', 'H54 Mathematics', '55 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Linguistics-Credit 	3A Chemistry-B 	116 Public Health-Credit 	3AL Chemistry-A 	1 Psychology-A 	98 Public Health-Credit 
label: 	['3AC Anthropology', '98 Molecular & Cell Biology', '3B Chemistry', '3BL Chemistry', '53 Mathematics', '198 Public Health']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Linguistics-Credit 	4A History-A 	1AL Chemistry-A 	10A Mathematics-A 	1A Chemistry-A 
label: 	['10B Mathematics', '39L Slavic Languages & Lit', '98BC Mathematics', '1AL Biology', '98 Molecular & Cell Biology', '1A Biology', 'W1 Psychology']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['10B Mathematics', '1A Biology']

sem 0: 	major: ['Energy Engineering']: 	7A Physics-B 	1B Mathematics-B 	93 Engineering-Credit 	R1B Comparative Literature-B 
label: 	['157AC Engineering', '98 Engineering', '7 Engineering', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Civil Engineering']: 	R1B Rhetoric-A 	1B Mathematics-A 	70 Civil & Environmental Eng-A 	7A Physics-A 	92 Civil & Environmental Eng-Credit 
label: 	['7 Engineering', '98 Environmental Design', '118AC City & Regional Planning', '7B Physics', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	98 Engineering-Credit 	R1B French-A 	1AL Chemistry-B 	1A Chemistry-C 	1B Mathematics-C 	25 Engineering-B 
label: 	['7 Engineering', '7A Physics', '53 Mathematics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '5 Linguistics', 'C3 Economics', '1B Biology', '40 Mechanical Engineering', 'W1 Psychology']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	53 Mathematics-A 	61A Computer Science-A 	16A Electrical Engineering-A 	98 Computer Science-Credit 
label: 	['195 Computer Science', '70 Computer Science', '16B Electrical Engineering', '97 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-A 	179 Political Science-Credit 	35AC Integrative Biology-A 	1B Mathematics-A 
label: 	['70 Computer Science', 'R1B Comparative Literature', '2 Physical Education', '97 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Materials Science & Eng']: 	7 Engineering-A 	7A Physics-A 	2AC Anthropology-Credit 	1B Mathematics-A 	98 Engineering-Credit 
label: 	['R5B South Asian', '1B Chemistry', '53 Mathematics', '198 Computer Science', '45 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	121A Mathematics-C 	7A Astronomy-C 	7C Physics-C 	198 Education-Credit 
label: 	['198 Astronomy', '112 Physics', '7B Astronomy']
predict: 	['3 German', '40 Plant Biology', '4B Environmental Design', '24 History', '13 Art Practice', '20B Arabic', 'R5A Slavic Languages & Lit', '1B Chinese', '2 Political Science', '2 Psychology']
correct: 	[]

sem 0: 	major: ['Engineering Physics']: 	98 Engineering-Credit 	R1B History of Art-A 	1AL Chemistry-A 	1A Mathematics-A 	1A Chemistry-A 
label: 	['61A Computer Science', '16A Electrical Engineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	H7A Physics-A 	R1A College Writing Programs-B 	53 Mathematics-A 	1A Chinese-A 
label: 	['20A Music', '89 Physics', '1B Chinese', 'R5B Scandinavian', 'H7B Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C82 Earth & Planetary Science-A 	7A Physics-A 	1B Mathematics-A 	C10 Astronomy-A 
label: 	['7B Physics', '50 Earth & Planetary Science', '53 Mathematics', '2AC Anthropology']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	94 Peace & Conflict Studies-Credit 	2AC Anthropology-A 	26 English-A 
label: 	['10 Nutritional Science & Tox', '98 Molecular & Cell Biology', 'R1A Comparative Literature', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Nuclear Engineering']: 	1 Naval Science-A 	1A Chemistry-A 	1A Mathematics-A 	124A History-B 	400C Naval Science-Credit 	1AL Chemistry-A 	24 Nuclear Engineering-Credit 
label: 	['2 Naval Science', '7 Engineering', '1B Mathematics', '112B History', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

