sem 0: 	major: ['Letters & Sci Undeclared']: 	7A Japanese-A 	5 Political Science-Credit 	C19 Psychology-Credit 	C10 Physics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Sociology-A 	166 Sociology-Credit 	2 Political Science-A 	7B History-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1 Political Science-A 	3 Political Science-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-Credit 	R5B Slavic Languages & Lit-B 	54 Mathematics-Credit 	198 Business Admin-Undergrad-Credit 	sem 4: 	major: ['Political Science']: 	12A Philosophy-B 	112A Political Science-B 	154 Legal Studies-B 	1BX Korean-A 	149E Political Science-A 	sem 5: 	major: ['Political Science']: 	W21 Statistics-A 	sem 6: 	major: ['Political Science']: 	100A Economics-B 	190 Public Policy-B 	143B Political Science-B 	136 Economics-B 
label: 	['151 Economics', '186 Political Science', '109P Political Science', '140 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['54 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Japanese-Credit 	R44 Classics-A 	16A Mathematics-B 
label: 	['16B Mathematics', '40 Plant Biology', '1 Psychology', '20 Statistics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['20 Statistics', '16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	98 Public Health-Credit 	159AC Geography-B 	1A South Asian-Credit 
label: 	['1 Economics', '53 Mathematics', '20 Statistics', '8A Physics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['53 Mathematics', '20 Statistics', '1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	21 Statistics-A 	70 Computer Science-B 	1B Mathematics-A 	5 Theater Dance & Perf Stds-A 
label: 	['10 Business Admin-Undergrad', '2 Psychology', '198 Business Admin-Undergrad', '61A Computer Science', '54 Mathematics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['54 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Education-A 	21 Statistics-A 	W140A Education-A 	98 Chemistry-Credit 	49B Music-A 
label: 	['10 Computer Science', '98 Mathematics', '49C Music', '80 Music', '2 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	5 Political Science-A 	24 Ethnic Studies-Credit 	61A Computer Science-A 	C10 Astronomy-A 	98 Public Policy-Credit 	98 Computer Science-Credit 
label: 	['61B Computer Science', '1 Political Science', '2 Economics', '198 Public Policy', 'C103 Public Policy']
predict: 	['53 Mathematics', '2 Statistics', '20 Statistics', '100A Economics', '54 Mathematics', '1 Economics', 'C3 Economics', '140 Economics', '10B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Economics-A 	16A Mathematics-A 	10 Peace & Conflict Studies-Credit 	3AC Sociology-A 
label: 	['16B Mathematics', 'R5B Slavic Languages & Lit', '11 Nutritional Science & Tox', '10 Business Admin-Undergrad']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Environmental Sciences']: 	92 Civil & Environmental Eng-Credit 	20 Statistics-B 	1B Mathematics-A 	R1A Theater Dance & Perf Stds-A 
label: 	['R1B Theater Dance & Perf Stds', '1 Psychology', '1 Economics', '53 Mathematics', '10 Theater Dance & Perf Stds']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['53 Mathematics', '1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C10 Physics-A 	11 Philosophy-Credit 	16B Mathematics-B 	39A Earth & Planetary Science-A 	98 Public Health-Credit 	5 History-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Economics-A 	179 Political Science-Credit 	10 Nutritional Science & Tox-Credit 	R1B History of Art-A 	1A Arabic-A 
label: 	['100A Economics', '117AC Public Policy', '1B Arabic', 'W21 Statistics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', '16B Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98BC Physics-Credit 	4 Spanish-A 	H1B Mathematics-A 	7A Physics-B 	40 Theater Dance & Perf Stds-A 
label: 	['7B Physics', 'R1A Rhetoric', '53 Mathematics', '7B History']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Psychology-Credit 	1 Economics-A 	10 Computer Science-A 	198 Business Admin-Undergrad-Credit 	16A Mathematics-A 
label: 	['51 Linguistics', '40 Plant Biology', '16B Mathematics', 'C8 Statistics']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	24 Geography-Credit 	1 Economics-A 	R1A College Writing Programs-B 
label: 	['C8 Computer Science', '100AC History', '16B Mathematics', '88 Statistics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-C 	10 Business Admin-Undergrad-B 	C5 Letters & Science-Credit 	10 Letters & Science-Credit 	R1A French-B 
label: 	['C8 Information', '10 Computer Science', '88 Statistics', 'R1B History of Art', '1 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['1 Economics']

positive hit rate	0.7723577235772358
sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Mathematics-Credit 	R1B English-B 	3AC Anthropology-B 	1A Mathematics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	2 Statistics-A 	4 Geography-B 	7A Physics-A 	1B Mathematics-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	53 Mathematics-B 	54 Mathematics-A 	10A Classics-A 	7B Physics-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	1 Psychology-A 	7C Physics-B 	55 Mathematics-B 	134 Statistics-B 	sem 4: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-B 	sem 5: 	major: ['Applied Mathematics', 'Physics']: 	C181 Earth & Planetary Science-Credit 	C129 Psychology-A 	137A Physics-B 	112 Physics-A 	sem 6: 	major: ['Applied Mathematics', 'Physics']: 	28 Classics-B 	110 Mathematics-B 	111 Physics-A 	137B Physics-B 	sem 7: 	major: ['Applied Mathematics']: 	135 Statistics-C 	126 Mathematics-B 	3 Physical Education-Credit 	133 Statistics-A 	198BC Computational Biology-Credit 
label: 	['113 Mathematics', '151A Statistics', '4 Physical Education', '104 Mathematics']
predict: 	['20 Statistics', '100A Economics', '140 Economics', '1 Economics', '10B Mathematics', 'C3 Economics', '113 Mathematics', '16B Mathematics', 'W21 Statistics', '128A Mathematics']
correct: 	['113 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-D 	24 Geography-Credit 	1 French-No Credit 	C30T Letters & Science-Credit 	98 Mathematics-No Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	20A Music-A 	405 Music-Credit 	C70W Letters & Science-A 	128 Music-A 	R4B College Writing Programs-B 	24 Civil & Environmental Eng-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	25A Music-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	10 Geography-A 	27 Music-B 	C32 Geography-A 	98 International & Area Stds-Credit 	sem 4: 	major: ['Letters & Sci Undeclared']: 	C103 Public Policy-A 	1 Economics-B 	3AC Anthropology-A 	150 International & Area Stds-A 	sem 5: 	major: ['Letters & Sci Undeclared']: 	45 International & Area Stds-A 	N148 Music-A 	sem 6: 	major: ['Letters & Sci Undeclared']: 	100 Political Economy-B 	130 History-B 	101A Business Admin-Undergrad-B 	115 Global Poverty & Practice-B 
label: 	['2 Spanish', '128 Music', '101 Political Economy', '160 Political Economy']
predict: 	['2 Statistics', '100A Economics', '140 Economics', '16B Mathematics', 'C3 Economics', '10B Mathematics', 'W21 Statistics', '128A Mathematics', '133 Statistics', '1A Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Geography-Credit 	16A Mathematics-B 	1AL Chemistry-A 	3 Linguistics-B 	1A Chemistry-D 	3AC Anthropology-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	2 Political Science-B 	1B Biology-D 	R1B History of Art-B 	5 Sociology-B 	98 Public Policy-Credit 	24 Social Welfare-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-F 	1B Biology-D 	sem 3: 	major: ['Letters & Sci Undeclared']: 	172 Economics-F 	140 Legal Studies-B 	16B Mathematics-No Credit 	32 Molecular & Cell Biology-C 	155B History-B 	sem 4: 	major: ['Letters & Sci Undeclared']: 	2 Statistics-F 	150 Sociology-B 	98 International & Area Stds-Credit 	4 Political Science-C 	sem 5: 	major: ['Letters & Sci Undeclared']: 	W21 Statistics-F 	sem 6: 	major: ['Letters & Sci Undeclared']: 	124A History-B 	C3 Economics-C 	21 Statistics-F 	130B English-D 	45 International & Area Stds-B 
label: 	['106 International & Area Stds', '100B Economics', '125E English', '100 Political Economy']
predict: 	['128B Mathematics', '153 Mathematics', 'C175 Environ Econ & Policy', '118 Mathematics', '191 Economics', '127 Mathematics', '183 Economics', '138 Economics', 'C183 Environ Econ & Policy', '160 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Economics-B 	35 History of Art-Credit 	10 Geography-B 	1A Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	R1A Rhetoric-A 	1 Environmental Design-A 	50AC Env Sci, Policy, & Mgmt-Credit 	16B Mathematics-D 	sem 2: 	major: ['Letters & Sci Undeclared']: 	8A Physics-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	R1B Linguistics-A 	16B Mathematics-A 	100A Economics-A 	12 Landscape Arch & Env Plan-Credit 	sem 4: 	major: ['Letters & Sci Undeclared']: 	179 Political Science-Credit 	C128 Buddhist Studies-A 	20 Statistics-C 	26AC Music-A 	sem 5: 	major: ['Economics']: 	155 Economics-A 	119 Economics-B 	136 Economics-B 	179 Political Science-Credit 	C70U Letters & Science-Credit 
label: 	['10 Nutritional Science & Tox', '198 Env Sci, Policy, & Mgmt', '140 Economics', '148 Music', '102A Business Admin-Undergrad', '179 Political Science']
predict: 	['2 Statistics', '54 Mathematics', '140 Economics', '1 Economics', 'C3 Economics', '10B Mathematics', '128A Mathematics', 'W21 Statistics', '1B Mathematics', '133 Statistics']
correct: 	['140 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Statistics-Credit 	122 Philosophy-B 	C140V Letters & Science-B 	2 Statistics-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Economics-C 	R1A Comparative Literature-B 	2AC Anthropology-C 	4B African American Studies-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-B 	2 Spanish-C 	sem 3: 	major: ['Letters & Sci Undeclared']: 	C10 Physics-C 	4A African American Studies-No Credit 	10 Business Admin-Undergrad-C 	16B Mathematics-B 	98 Political Science-Credit 	sem 4: 	major: ['Letters & Sci Undeclared']: 	R1B Film-C 	20 Statistics-C 	14 Public Health-B 	107 Business Admin-Undergrad-B 	sem 5: 	major: ['Letters & Sci Undeclared']: 	110 Sociology-B 	121 Sociology-B 	100A Economics-C 
label: 	['C10 Env Sci, Policy, & Mgmt', '100 Environ Econ & Policy', '1 Economics', '160 Sociology']
predict: 	['C175 Environ Econ & Policy', '127 Mathematics', '183 Economics', 'C183 Environ Econ & Policy', '160 Mathematics', '151 Mathematics', '176 Chicano Studies', '116 Earth & Planetary Science', '185 Art Practice', '24 History']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Japanese-A 	32 Molecular & Cell Biology-Credit 	1 Economics-A 	98 Asian American Studies-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Japanese-A 	1 Anthropology-A 	1 Psychology-Credit 	20 Statistics-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	C12 Earth & Planetary Science-C 	8A Physics-B 	100A Economics-C 	10A Japanese-Credit 	sem 3: 	major: ['Letters & Sci Undeclared']: 	R5B Scandinavian-B 	10B Japanese-Credit 	20A Music-A 	11 Nutritional Science & Tox-A 	sem 4: 	major: ['Economics']: 	20B Music-A 	C171 Economics-C 	25AC College Writing Programs-A 	C181 Economics-A 
label: 	['128 Music', '100B Economics', '150 Psychology', '98 Sociology']
predict: 	['2 Statistics', '54 Mathematics', '1 Economics', '140 Economics', '16B Mathematics', 'C3 Economics', '10B Mathematics', 'W21 Statistics', '128A Mathematics', '1B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-C 	1 Physical Education-A 	1 Psychology-C 	1AL Chemistry-A 	1A Chemistry-No Credit 	1 Economics-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	C10 Astronomy-C 	16B Mathematics-D 	10 Business Admin-Undergrad-C 	137AC Sociology-Credit 	179 Political Science-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	98 Education-Credit 	2 Statistics-A 	R1A English-B 	16B Mathematics-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	1 Spanish-A 	100A Economics-C 	45 International & Area Stds-B 	sem 4: 	major: ['Letters & Sci Undeclared']: 	2 Spanish-B 	98 Mathematics-Credit 	10 Nutritional Science & Tox-C 	120C Letters & Science-Credit 
label: 	['R5B Anthropology', '100B Economics', 'C126 Psychology', '141 Psychology']
predict: 	['C101 Environ Econ & Policy', '133 Statistics', '101A Economics', '136 Economics', '100 Environ Econ & Policy', '157 Economics', '143 Environ Econ & Policy', '121B Mathematics', 'C125 Economics', 'C175 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A Theater Dance & Perf Stds-A 	1 Economics-A 	1B Mathematics-B 	10 Computer Science-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	20 Statistics-A 	C10 Astronomy-B 	54 Mathematics-C 	10 Nutritional Science & Tox-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-C 	53 Mathematics-C 	116 Public Health-No Credit 	7A Korean-A 	61A Computer Science-C 	sem 3: 	major: ['Letters & Sci Undeclared']: 	61B Computer Science-F 	101A Economics-B 	160 Industrial Eng & Ops Rsch-F 	98 Computer Science-Credit 	sem 4: 	major: ['Economics']: 	119 Economics-C 	100 Bioengineering-A 	C171 Economics-B 	160 Industrial Eng & Ops Rsch-C 	120 Engineering-B 
label: 	['170 Industrial Eng & Ops Rsch', 'C175 Economics', '26AC Music']
predict: 	['2 Statistics', '100A Economics', '1 Economics', '16B Mathematics', '10B Mathematics', 'C3 Economics', 'W21 Statistics', '133 Statistics', '1A Mathematics', 'C101 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A Film-B 	C62 Molecular & Cell Biology-A 	21 Statistics-C 	C70Y Letters & Science-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3AC Sociology-A 	198 Molecular & Cell Biology-Credit 	1 Physical Education-A 	1AL Chemistry-A 	1A Chemistry-C 	R1B Theater Dance & Perf Stds-A 	98 Sociology-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-A 	1AL Biology-B 	2 Physical Education-A 	3 Philosophy-B 	1A Biology-B 	98 Integrative Biology-Credit 	sem 3: 	major: ['Letters & Sci Undeclared']: 	182 Sociology-A 	198 Molecular & Cell Biology-Credit 	8A Physics-B 	1 Economics-B 	sem 4: 	major: ['Letters & Sci Undeclared']: 	C5 Business Admin-Undergrad-A 	100A Economics-B 	121 Sociology-A 	45 International & Area Stds-B 	198 Engineering-Credit 	190A Industrial Eng & Ops Rsch-A 
label: 	['96 Business Admin-Undergrad', 'C175 Economics', 'C136 English', '136 Economics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '54 Mathematics', '140 Economics', '113 Mathematics', 'C3 Economics', '16B Mathematics', '10B Mathematics', 'W21 Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Political Science-A 	R1A English-A 	3AC Anthropology-A 	40 Geography-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	4 Political Science-B 	10B Classics-B 	R1B English-B 	10 Computer Science-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-C 	1B Mathematics-F 	sem 3: 	major: ['Letters & Sci Undeclared']: 	20 Statistics-D 	1 Economics-C 	61B Computer Science-F 	54 Mathematics-C 	1B Mathematics-D 
label: 	['100A Economics', '20 Statistics', '1 Physical Education', 'W1 Psychology', '1B Mathematics']
predict: 	['C101 Environ Econ & Policy', '133 Statistics', 'C151 Environ Econ & Policy', '136 Economics', '100 Environ Econ & Policy', '2 Economics', '143 Environ Econ & Policy', '121B Mathematics', 'C175 Environ Econ & Policy', '128B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Economics-C 	3 French-B 	1A Mathematics-C 	90E Molecular & Cell Biology-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-C 	98 Business Admin-Undergrad-Credit 	10 Nutritional Science & Tox-B 	C142 South Asian-A 	94 Peace & Conflict Studies-No Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	W21 Statistics-F 	sem 3: 	major: ['Letters & Sci Undeclared']: 	100A Economics-C 	171 Comparative Literature-A 	10 Business Admin-Undergrad-A 	98 Engineering-Credit 	50AC Gender & Womens Studies-A 	C140 South Asian-A 
label: 	['3 Earth & Planetary Science', '198 Business Admin-Undergrad', '103 Business Admin-Undergrad', 'W21 Statistics', '45 International & Area Stds']
predict: 	['133 Statistics', 'C101 Environ Econ & Policy', '131 Economics', 'H54 Mathematics', '121A Mathematics', 'C151 Environ Econ & Policy', '115 Economics', 'C171 Economics', 'C181 Economics', '101A Economics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C77 English-B 	24 Env Sci, Policy, & Mgmt-Credit 	16A Mathematics-A 	25A Philosophy-A 	C70V Letters & Science-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-D 	1 Psychology-F 	10 Business Admin-Undergrad-F 	3AC Anthropology-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	N1 Psychology-A 	16B Mathematics-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	1 Economics-C 	100XA Chinese-A 	118 Env Sci, Policy, & Mgmt-A 	170 Peace & Conflict Studies-A 
label: 	['20 Statistics', '100 Environmental Design', '98 Energy and Resources', '183 Business Admin-Undergrad']
predict: 	['C3 Economics', '10B Mathematics', 'W21 Statistics', '128A Mathematics', '133 Statistics', '1A Mathematics', '110 Mathematics', '131 Economics', 'H54 Mathematics', '121A Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	80 Earth & Planetary Science-D 	24 Nuclear Engineering-A 	C10 Development Studies-A 	98 Public Policy-Credit 	1B Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	53 Mathematics-C 	7A Physics-C 	1AL Chemistry-B 	1A Chemistry-Credit 	R1B Native American Studies-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	110AC American Studies-A 	1B Chemistry-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	18 Near Eastern Studies-A 	54 Mathematics-C 	1 Economics-B 	10 Business Admin-Undergrad-B 
label: 	['29 Music', '101A Economics', '10 Nutritional Science & Tox', '134 Statistics', 'R1A Comparative Literature']
predict: 	['2 Statistics', '100A Economics', '20 Statistics', '140 Economics', '16B Mathematics', 'C3 Economics', '10B Mathematics', '128A Mathematics', 'W21 Statistics', '1B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	R2B Asian American Studies-B 	10 Computer Science-C 	100XA Chinese-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	16B Mathematics-B 	W21 Statistics-B 	24 History-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1 Economics-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-Credit 	10 Nutritional Science & Tox-C 	C10 Astronomy-Credit 	54 Mathematics-C 
label: 	['20A Asian American Studies', '134 Statistics', '53 Mathematics', '100A Economics']
predict: 	['2 Statistics', '100A Economics', '10B Mathematics', 'C3 Economics', '133 Statistics', '1A Mathematics', 'C181 Environ Econ & Policy', '121A Mathematics', 'C101 Environ Econ & Policy', '131 Economics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 History of Art-Credit 	R1B History of Art-A 	31AC English-A 	1A Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-B 	25B Philosophy-B 	70A Letters & Science-A 	C61 Psychology-Credit 	1 Economics-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	2 Political Science-B 	100A Economics-F 	sem 3: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-B 	172 Economics-B 	5 Political Science-B 	10 Asian Studies-A 	C82 Geography-A 
label: 	['100A Economics', '1 Political Science', '20 Statistics', '98 Art Practice']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '54 Mathematics', '140 Economics', 'C3 Economics', '113 Mathematics', '10B Mathematics', 'W21 Statistics', '128A Mathematics']
correct: 	['20 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	N2 College Writing Programs-Credit 	32 Mathematics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	15 Env Sci, Policy, & Mgmt-Credit 	10 Nutritional Science & Tox-A 	R1A College Writing Programs-B 	16B Mathematics-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-B 	20 Statistics-A 	70B Letters & Science-Credit 	C172 American Studies-Credit 	sem 3: 	major: ['Letters & Sci Undeclared']: 	2 Psychology-A 	161 Env Sci, Policy, & Mgmt-B 	39AC Business Admin-Undergrad-A 	1 Economics-B 
label: 	['100A Economics', '96 Business Admin-Undergrad', 'C175 Demography', 'R5B German', '170 Business Admin-Undergrad']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '113 Mathematics', '10B Mathematics', 'W21 Statistics', '128A Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C19 Psychology-A 	24 Vision Science-Credit 	1 Psychology-A 	1A Mathematics-B 	100XA Chinese-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Anthropology-A 	1 Physical Education-Credit 	98 Psychology-Credit 	16B Mathematics-A 	70A Letters & Science-Credit 	24 Political Economy-Credit 	10 Business Admin-Undergrad-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	W21 Statistics-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	3AC Sociology-B 	40C Letters & Science-Credit 	C64 Psychology-B 	1 Economics-B 
label: 	['10 Psychology', '100A Economics', 'C160V Letters & Science', '5 Linguistics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '113 Mathematics', '10B Mathematics', '128A Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	7A History-A 	10A Classics-Credit 	98 Physical Education-Credit 	98 Sociology-Credit 	1B Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-B 	53 Mathematics-No Credit 	20A Music-A 	10 Nutritional Science & Tox-A 	14 Gender & Womens Studies-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	54 Mathematics-B 	R1A Near Eastern Studies-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	10 Media Studies-A 	20 Statistics-B 	R5B Slavic Languages & Lit-B 
label: 	['98 Statistics', '55 Mathematics', '1 Physical Education', '100A Economics', '53 Mathematics']
predict: 	['2 Statistics', '100A Economics', '140 Economics', '1 Economics', 'C3 Economics', '113 Mathematics', '10B Mathematics', '16B Mathematics', 'W21 Statistics', '128A Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	53 Mathematics-C 	7A Physics-B 	10 Computer Science-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	R1A College Writing Programs-B 	61A Computer Science-B 	10 Nutritional Science & Tox-Credit 	97 Computer Science-Credit 	W21 Statistics-F 	sem 2: 	major: ['Letters & Sci Undeclared']: 	61BL Computer Science-C 	R1B New Media-C 	sem 3: 	major: ['Letters & Sci Undeclared']: 	70 Computer Science-C 	39AC Business Admin-Undergrad-B 	61C Computer Science-D 	10 Asian Studies-Credit 
label: 	['1 Economics', '20 Statistics', '110 Mathematics', '16A Electrical Engineering', '97 Computer Science']
predict: 	['C101 Environ Econ & Policy', '133 Statistics', 'C151 Environ Econ & Policy', '136 Economics', '101A Economics', '100 Environ Econ & Policy', '157 Economics', '2 Economics', '143 Environ Econ & Policy', '121B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Latin-Credit 	98 Music-Credit 	1A Mathematics-B 	20 Statistics-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 German-A 	25A Music-A 	20A Music-A 	1 Economics-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	131A Statistics-B 	98 Classics-Credit 	2AC Anthropology-Credit 	R5B Scandinavian-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	R1A Near Eastern Studies-A 	100A Economics-B 
label: 	['162A History', '10 Plant Biology', '61A Computer Science', '106A Hebrew']
predict: 	['2 Statistics', '53 Mathematics', '21 Statistics', '20 Statistics', '54 Mathematics', '140 Economics', 'C3 Economics', '16B Mathematics', '113 Mathematics', 'C110 Economics']
correct: 	[]

